mahalle_id,mahalle_adi,ilce_id,ilce_adi,il_id,il_adi
17077,KONALGA KÖYÜ,1196,MERKEZ,13,BİTLİS
17003,KONUKSAYAR KÖYÜ,1196,MERKEZ,13,BİTLİS
17005,KORUK KÖYÜ,1196,MERKEZ,13,BİTLİS
17006,KÖMÜRYAKAN KÖYÜ,1196,MERKEZ,13,BİTLİS
17515,KÜLLÜCE KÖYÜ,  MEVKİİ,1196,MERKEZ,13,BİTLİS
10752,MUŞTAKBABA MAHALLESİ,1196,MERKEZ,13,BİTLİS
17048,NARLIDERE KÖYÜ,1196,MERKEZ,13,BİTLİS
99346,OĞULCAK KÖYÜ, KÖYÜN KENDİSİ MEVKİİ,1196,MERKEZ,13,BİTLİS
17080,ORTAKAPI KÖYÜ,1196,MERKEZ,13,BİTLİS
17081,ORTAKAPI KÖYÜ, KEÇELİ MEZRASI,1196,MERKEZ,13,BİTLİS
10753,SARAY MAHALLESİ,1196,MERKEZ,13,BİTLİS
17057,SARIKONAK KÖYÜ,1196,MERKEZ,13,BİTLİS
99343,SARPKAYA KÖYÜ, ESEN MEVKİİ,1196,MERKEZ,13,BİTLİS
99344,SARPKAYA KÖYÜ, ZİYARET MEVKİİ,1196,MERKEZ,13,BİTLİS
10754,SEKİZ AĞUSTOS MAHALLESİ,1196,MERKEZ,13,BİTLİS
10755,ŞEMSİ BİTLİS MAHALLESİ,1196,MERKEZ,13,BİTLİS
17007,TABANÖZÜ KÖYÜ,1196,MERKEZ,13,BİTLİS
17008,TABANÖZÜ KÖYÜ, AKÇALI MEZRASI,1196,MERKEZ,13,BİTLİS
17009,TABANÖZÜ KÖYÜ, BUĞDAYLI MEZRASI,1196,MERKEZ,13,BİTLİS
17055,TANRIYAR KÖYÜ,  MEVKİİ,1196,MERKEZ,13,BİTLİS
17056,TANRIYAR KÖYÜ, KILYAT YAYLA EVLERİ,1196,MERKEZ,13,BİTLİS
17054,TANRIYAR KÖYÜ, ŞEHİTLİK TESCİLSİZ MEZRASI MEVKİİ,1196,MERKEZ,13,BİTLİS
10756,TAŞ MAHALLESİ,1196,MERKEZ,13,BİTLİS
17010,TATLIKAYNAK KÖYÜ,1196,MERKEZ,13,BİTLİS
17011,TATLIKAYNAK KÖYÜ, ÇAYIR MEZRASI,1196,MERKEZ,13,BİTLİS
197993,TINAR KÖYÜ,1196,MERKEZ,13,BİTLİS
17082,UÇANKUŞ KÖYÜ,1196,MERKEZ,13,BİTLİS
99345,ÜÇEVLER KÖYÜ, KÖYÜN KENDİSİ MEVKİİ,1196,MERKEZ,13,BİTLİS
17083,ÜNALDI KÖYÜ,1196,MERKEZ,13,BİTLİS
17012,YANLIZÇAMLAR KÖYÜ,1196,MERKEZ,13,BİTLİS
17084,YARÖNÜ KÖYÜ,1196,MERKEZ,13,BİTLİS
17039,YAYALAR KÖYÜ,1196,MERKEZ,13,BİTLİS
17013,YAYGIN KÖYÜ,1196,MERKEZ,13,BİTLİS
17085,YEŞİLSIRT KÖYÜ,1196,MERKEZ,13,BİTLİS
17040,YOLAĞZI KÖYÜ,1196,MERKEZ,13,BİTLİS
10759,YOLALAN BELDESİ, BOZTEPE MAHALLESİ,1196,MERKEZ,13,BİTLİS
10760,YOLALAN BELDESİ, ÇINARBAŞI MAHALLESİ,1196,MERKEZ,13,BİTLİS
10761,YOLALAN BELDESİ, DÜZ MAHALLESİ,1196,MERKEZ,13,BİTLİS
10762,YOLALAN BELDESİ, KALE MAHALLESİ,1196,MERKEZ,13,BİTLİS
10763,YOLALAN BELDESİ, KONAÇ MAHALLESİ,1196,MERKEZ,13,BİTLİS
10764,YOLALAN BELDESİ, PINARBAŞI MAHALLESİ,1196,MERKEZ,13,BİTLİS
10765,YOLALAN BELDESİ, ÜÇ KARDEŞ MAHALLESİ,1196,MERKEZ,13,BİTLİS
100206,YOLALAN BELDESİ, YENİ MAHALLESİ,1196,MERKEZ,13,BİTLİS
10766,YOLALAN BELDESİ, YOLALAN MAHALLESİ,1196,MERKEZ,13,BİTLİS
17041,YOLCULAR KÖYÜ,1196,MERKEZ,13,BİTLİS
17042,YOLCULAR KÖYÜ, ÖREN MEZRASI,1196,MERKEZ,13,BİTLİS
17043,YOLCULAR KÖYÜ, SAMANLI MEZRASI,1196,MERKEZ,13,BİTLİS
17014,YOLYAZI KÖYÜ,1196,MERKEZ,13,BİTLİS
17044,YUKARIBALCILAR KÖYÜ,1196,MERKEZ,13,BİTLİS
17015,YUKARIKARABOY KÖYÜ,1196,MERKEZ,13,BİTLİS
17045,YUKARIÖLEK KÖYÜ,1196,MERKEZ,13,BİTLİS
17086,YUKARIYOLAK KÖYÜ,1196,MERKEZ,13,BİTLİS
17016,YUMURTATEPE KÖYÜ,1196,MERKEZ,13,BİTLİS
17047,YUVACIK KÖYÜ,1196,MERKEZ,13,BİTLİS
17046,YUVACIK KÖYÜ, YUKARI YUVACIK MEVKİİ,1196,MERKEZ,13,BİTLİS
99498,YÜCEBAŞ KÖYÜ,1196,MERKEZ,13,BİTLİS
10757,YÜKSELİŞ MAHALLESİ,1196,MERKEZ,13,BİTLİS
10758,ZEYDAN MAHALLESİ,1196,MERKEZ,13,BİTLİS
24216,AKKAYA KÖYÜ,1911,DODURGA,19,ÇORUM
20400,ALPAGUT KÖYÜ, CAMİİ MEVKİİ,1911,DODURGA,19,ÇORUM
20401,ALPAGUT KÖYÜ, CUMHURİYET MEVKİİ,1911,DODURGA,19,ÇORUM
20402,ALPAGUT KÖYÜ, YENİOKUL MEVKİİ,1911,DODURGA,19,ÇORUM
20403,ALPAGUT KÖYÜ, YUKARI MEVKİİ,1911,DODURGA,19,ÇORUM
24200,AYVAKÖY KÖYÜ, KİRENPINARI MEVKİİ,1911,DODURGA,19,ÇORUM
24201,AYVAKÖY KÖYÜ, MERKEZ MEVKİİ,1911,DODURGA,19,ÇORUM
24199,AYVAKÖY KÖYÜ, TOKUŞ MEVKİİ,1911,DODURGA,19,ÇORUM
24198,AYVAKÖY KÖYÜ, YUSUFLAR  MEVKİİ,1911,DODURGA,19,ÇORUM
24202,BERKKÖY KÖYÜ, MERKEZ MEVKİİ,1911,DODURGA,19,ÇORUM
20395,ÇATAR MAHALLESİ,1911,DODURGA,19,ÇORUM
24203,ÇİFTLİKKÖY KÖYÜ,1911,DODURGA,19,ÇORUM
24205,DİKENLİ KÖYÜ, KABAKDERE MEVKİİ,1911,DODURGA,19,ÇORUM
24204,DİKENLİ KÖYÜ, KİBİRLER MEVKİİ,1911,DODURGA,19,ÇORUM
24207,DİKENLİ KÖYÜ, KÖYÜN KENDİSİ MEVKİİ,1911,DODURGA,19,ÇORUM
24206,DİKENLİ KÖYÜ, SOĞUKEŞME MEVKİİ,1911,DODURGA,19,ÇORUM
20396,DOĞU MAHALLESİ,1911,DODURGA,19,ÇORUM
20397,ESENTEPE MAHALLESİ,1911,DODURGA,19,ÇORUM
24215,KİRENCİ KÖYÜ,1911,DODURGA,19,ÇORUM
24208,KUYUCAK KÖYÜ,1911,DODURGA,19,ÇORUM
24209,MEHMETDEDEOBRUĞU KÖYÜ,1911,DODURGA,19,ÇORUM
24210,MEHMETDEDETEKKESİ KÖYÜ,1911,DODURGA,19,ÇORUM
20398,OKUL MAHALLESİ,1911,DODURGA,19,ÇORUM
24212,TUTUŞ KÖYÜ,1911,DODURGA,19,ÇORUM
24211,TUTUŞ KÖYÜ, YAYLA EVLERİ YAYLA EVLERİ,1911,DODURGA,19,ÇORUM
20399,ULUCAMİ MAHALLESİ,1911,DODURGA,19,ÇORUM
24214,YENİKÖY KÖYÜ, KÖYÜN KENDİSİ MEVKİİ,1911,DODURGA,19,ÇORUM
24213,YENİKÖY KÖYÜ, TIRIKLAR MEVKİİ,1911,DODURGA,19,ÇORUM
180806,YENİMAHALLE MAHALLESİ,1911,DODURGA,19,ÇORUM
24701,AĞAÇÇAMI KÖYÜ, AŞIRLIK MEVKİİ,1976,OĞUZLAR,19,ÇORUM
24699,AĞAÇÇAMI KÖYÜ, ÇAPARAHMETLER MEVKİİ,1976,OĞUZLAR,19,ÇORUM
24700,AĞAÇÇAMI KÖYÜ, ÇEMAL MEVKİİ,1976,OĞUZLAR,19,ÇORUM
24705,AĞAÇÇAMI KÖYÜ, GAFURLAR MEVKİİ,1976,OĞUZLAR,19,ÇORUM
24707,AĞAÇÇAMI KÖYÜ, KARAYA MEZRASI,1976,OĞUZLAR,19,ÇORUM
24698,AĞAÇÇAMI KÖYÜ, KASIMLAR MEVKİİ,1976,OĞUZLAR,19,ÇORUM
24706,AĞAÇÇAMI KÖYÜ, KAVAKDAĞ MEZRASI,1976,OĞUZLAR,19,ÇORUM
24708,AĞAÇÇAMI KÖYÜ, KAYADİBİ MEZRASI,1976,OĞUZLAR,19,ÇORUM
24703,AĞAÇÇAMI KÖYÜ, KELOĞLANLAR MEVKİİ,1976,OĞUZLAR,19,ÇORUM
24704,AĞAÇÇAMI KÖYÜ, KÖTELEKLER MEVKİİ,1976,OĞUZLAR,19,ÇORUM
24696,AĞAÇÇAMI KÖYÜ, MERKEZ MEVKİİ,1976,OĞUZLAR,19,ÇORUM
24697,AĞAÇÇAMI KÖYÜ, SORDOĞLU MEVKİİ,1976,OĞUZLAR,19,ÇORUM
24702,AĞAÇÇAMI KÖYÜ, YOĞUNPELİT MEVKİİ,1976,OĞUZLAR,19,ÇORUM
140793,ASARÇAY MAHALLESİ,1976,OĞUZLAR,19,ÇORUM
20449,BİRTATLI MAHALLESİ,1976,OĞUZLAR,19,ÇORUM
24714,CEVİZLİ KÖYÜ, ÇİĞDEMLİK  MEVKİİ,1976,OĞUZLAR,19,ÇORUM
24712,CEVİZLİ KÖYÜ, KIŞLI İÇİ MEVKİ YAYLA EVLERİ,1976,OĞUZLAR,19,ÇORUM
